id,name,schema,object_type,source_project,medallion_layer,classification,overall_score,sql_dialect,procedural_logic,ssis_control_flow,ssis_data_flow,dependency_criticality,ordering_constraints,data_type_risk,performance_risk,security_risk,operational_scheduling,testing_complexity,rollback_complexity,direct_dependents,transitive_dependents,top_risk_factors,recommended_test_depth
SSIS:DailyETLMain:Migrate Staged Sale Data,Migrate Staged Sale Data,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.33,0,0,1,0,1,1,0,0,0,1,0,0,1,22,fan_in=1(low); staging_must_complete_before_migrate(+1); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Set TableName to Sale,Set TableName to Sale,Integration,SSIS_EXPRESSION,SSIS,BRONZE,REWRITE_REQUIRED,0.33,0,0,3,0,0,0,0,0,0,1,0,0,0,0,SSIS_expression_requires_manual_translation(+2); task_becomes_workflow_task(+1); derived_avg=0.5,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
SSIS:DailyETLMain:Migrate Staged Stock Holding Data,Migrate Staged Stock Holding Data,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.33,0,0,1,0,1,1,0,0,0,1,0,0,1,22,fan_in=1(low); staging_must_complete_before_migrate(+1); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Set TableName to Stock Holding,Set TableName to Stock Holding,Integration,SSIS_EXPRESSION,SSIS,BRONZE,REWRITE_REQUIRED,0.33,0,0,3,0,0,0,0,0,0,1,0,0,0,0,SSIS_expression_requires_manual_translation(+2); task_becomes_workflow_task(+1); derived_avg=0.5,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
SSIS:DailyETLMain:Migrate Staged Stock Item Data,Migrate Staged Stock Item Data,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.33,0,0,1,0,1,1,0,0,0,1,0,0,1,17,fan_in=1(low); staging_must_complete_before_migrate(+1); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Set TableName to Stock Item,Set TableName to Stock Item,Integration,SSIS_EXPRESSION,SSIS,BRONZE,REWRITE_REQUIRED,0.33,0,0,3,0,0,0,0,0,0,1,0,0,0,0,SSIS_expression_requires_manual_translation(+2); task_becomes_workflow_task(+1); derived_avg=0.5,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
SSIS:DailyETLMain:Migrate Staged Supplier Data,Migrate Staged Supplier Data,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.33,0,0,1,0,1,1,0,0,0,1,0,0,1,17,fan_in=1(low); staging_must_complete_before_migrate(+1); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Set TableName to Supplier,Set TableName to Supplier,Integration,SSIS_EXPRESSION,SSIS,BRONZE,REWRITE_REQUIRED,0.33,0,0,3,0,0,0,0,0,0,1,0,0,0,0,SSIS_expression_requires_manual_translation(+2); task_becomes_workflow_task(+1); derived_avg=0.5,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
SSIS:DailyETLMain:Migrate Staged Transaction Data,Migrate Staged Transaction Data,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.33,0,0,1,0,1,1,0,0,0,1,0,0,1,22,fan_in=1(low); staging_must_complete_before_migrate(+1); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Set TableName to Transaction,Set TableName to Transaction,Integration,SSIS_EXPRESSION,SSIS,BRONZE,REWRITE_REQUIRED,0.33,0,0,3,0,0,0,0,0,0,1,0,0,0,0,SSIS_expression_requires_manual_translation(+2); task_becomes_workflow_task(+1); derived_avg=0.5,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
SSIS:DailyETLMain:Migrate Staged Transaction Type Data,Migrate Staged Transaction Type Data,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.33,0,0,1,0,1,1,0,0,0,1,0,0,1,17,fan_in=1(low); staging_must_complete_before_migrate(+1); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Set TableName to Transaction Type,Set TableName to Transaction Type,Integration,SSIS_EXPRESSION,SSIS,BRONZE,REWRITE_REQUIRED,0.33,0,0,3,0,0,0,0,0,0,1,0,0,0,0,SSIS_expression_requires_manual_translation(+2); task_becomes_workflow_task(+1); derived_avg=0.5,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
SSIS:DailyETLMain:Trim Any Milliseconds,Trim Any Milliseconds,Integration,SSIS_EXPRESSION,SSIS,BRONZE,REWRITE_REQUIRED,0.33,0,0,3,0,0,0,0,0,0,1,0,0,0,0,SSIS_expression_requires_manual_translation(+2); task_becomes_workflow_task(+1); derived_avg=0.5,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:Application.DeliveryMethods_Archive,DeliveryMethods_Archive,Application,TABLE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,derived_avg=0.5; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Application.Logs,Logs,Application,TABLE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,0,0,0,0,1,2,0,0,0,0,0,0,nvarchar\(max\)(+1); COLUMNSTORE(+2); derived_avg=0.2,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:DataLoadSimulation.GetDeliveryMethodID,GetDeliveryMethodID,DataLoadSimulation,SCALAR_FUNCTION,OLTP,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,derived_avg=0.5; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:DataLoadSimulation.GetPaymentMethodID,GetPaymentMethodID,DataLoadSimulation,SCALAR_FUNCTION,OLTP,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,derived_avg=0.5; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:DataLoadSimulation.GetPersonID,GetPersonID,DataLoadSimulation,SCALAR_FUNCTION,OLTP,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,derived_avg=0.5; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:DataLoadSimulation.GetStateProvinceID,GetStateProvinceID,DataLoadSimulation,SCALAR_FUNCTION,OLTP,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,derived_avg=0.5; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:DataLoadSimulation.GetSupplierCategoryID,GetSupplierCategoryID,DataLoadSimulation,SCALAR_FUNCTION,OLTP,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,derived_avg=0.5; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:DataLoadSimulation.GetTransactionTypeID,GetTransactionTypeID,DataLoadSimulation,SCALAR_FUNCTION,OLTP,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,derived_avg=0.5; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:DataLoadSimulation.PlaceSupplierOrders,PlaceSupplierOrders,DataLoadSimulation,PROCEDURE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.25,1,0,0,0,1,1,0,0,0,0,0,0,1,4,TOP\s*\((+1); fan_in=1(low); fan_out=8(broad_upstream_reads); derived_avg=0.2,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Integration.GetSaleUpdates,GetSaleUpdates,Integration,PROCEDURE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,0,0,0,1,0,0,2,0,0,0,0,0,fan_out=5(broad_upstream_reads); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.0,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Sequences.ReseedSequenceBeyondTableValues,ReseedSequenceBeyondTableValues,Sequences,PROCEDURE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.25,0,2,0,0,0,0,1,0,0,0,0,0,0,0,#\w+(+2); nvarchar\(max\)(+1); derived_avg=0.5,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Warehouse.ColdRoomTemperatures_Archive,ColdRoomTemperatures_Archive,Warehouse,TABLE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,derived_avg=0.5; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Warehouse.Colors_Archive,Colors_Archive,Warehouse,TABLE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,derived_avg=0.5; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Warehouse.PackageTypes_Archive,PackageTypes_Archive,Warehouse,TABLE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,derived_avg=0.5; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Warehouse.StockGroups_Archive,StockGroups_Archive,Warehouse,TABLE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,derived_avg=0.5; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Website.ActivateWebsiteLogon,ActivateWebsiteLogon,Website,PROCEDURE,OLTP,SILVER,PARTIAL_AUTOMATION,0.25,0,1,0,0,0,0,0,0,2,0,0,0,0,0,RAISERROR(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Website.ChangePassword,ChangePassword,Website,PROCEDURE,OLTP,SILVER,PARTIAL_AUTOMATION,0.25,0,1,0,0,0,0,0,0,2,0,0,0,0,0,RAISERROR(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Website.InsertCustomerOrders,InsertCustomerOrders,Website,PROCEDURE,OLTP,SILVER,PARTIAL_AUTOMATION,0.25,0,1,0,0,0,0,0,0,2,0,0,0,0,0,RAISERROR(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
DW:Fact.Stock,Stock,Fact,TABLE,DW,GOLD,PARTIAL_AUTOMATION,0.25,1,0,0,0,0,0,0,2,0,0,0,0,0,0,IDENTITY\s*\((+1); COLUMNSTORE(+2); derived_avg=0.0,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
DW:Integration.Movement_Staging,Movement_Staging,Integration,TABLE,DW,BRONZE,PARTIAL_AUTOMATION,0.25,1,0,0,0,2,0,0,0,0,0,0,0,2,25,IDENTITY\s*\((+1); fan_in=2(moderate); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
DW:Integration.Order_Staging,Order_Staging,Integration,TABLE,DW,BRONZE,PARTIAL_AUTOMATION,0.25,1,0,0,0,2,0,0,0,0,0,0,0,2,25,IDENTITY\s*\((+1); fan_in=2(moderate); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
DW:Integration.Purchase_Staging,Purchase_Staging,Integration,TABLE,DW,BRONZE,PARTIAL_AUTOMATION,0.25,1,0,0,0,2,0,0,0,0,0,0,0,2,25,IDENTITY\s*\((+1); fan_in=2(moderate); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
DW:Integration.Sale_Staging,Sale_Staging,Integration,TABLE,DW,BRONZE,PARTIAL_AUTOMATION,0.25,1,0,0,0,2,0,0,0,0,0,0,0,2,26,IDENTITY\s*\((+1); fan_in=2(moderate); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
DW:Integration.Transaction_Staging,Transaction_Staging,Integration,TABLE,DW,BRONZE,PARTIAL_AUTOMATION,0.25,1,0,0,0,2,0,0,0,0,0,0,0,2,25,IDENTITY\s*\((+1); fan_in=2(moderate); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Ensure Date Dimension includes current year,Ensure Date Dimension includes current year,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,1,0,0,1,0,0,0,1,0,0,0,0,must_precede_fact_load(+1); task_becomes_workflow_task(+1); derived_avg=0.2,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Truncate City_Staging,Truncate City_Staging,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,1,0,1,0,0,0,0,1,0,0,1,14,fan_in=1(low); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Truncate Customer_Staging,Truncate Customer_Staging,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,1,0,1,0,0,0,0,1,0,0,1,14,fan_in=1(low); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Truncate Employee_Staging,Truncate Employee_Staging,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,1,0,1,0,0,0,0,1,0,0,1,14,fan_in=1(low); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Truncate Movement_Staging,Truncate Movement_Staging,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,1,0,1,0,0,0,0,1,0,0,1,14,fan_in=1(low); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Truncate Order_Staging,Truncate Order_Staging,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,1,0,1,0,0,0,0,1,0,0,1,14,fan_in=1(low); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Truncate PaymentMethod_Staging,Truncate PaymentMethod_Staging,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,1,0,1,0,0,0,0,1,0,0,1,14,fan_in=1(low); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Truncate Purchase_Staging,Truncate Purchase_Staging,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,1,0,1,0,0,0,0,1,0,0,1,14,fan_in=1(low); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Truncate Sale_Staging,Truncate Sale_Staging,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,1,0,1,0,0,0,0,1,0,0,1,14,fan_in=1(low); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Truncate StockHolding_Staging,Truncate StockHolding_Staging,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,1,0,1,0,0,0,0,1,0,0,1,14,fan_in=1(low); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Truncate StockItem_Staging,Truncate StockItem_Staging,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,1,0,1,0,0,0,0,1,0,0,1,14,fan_in=1(low); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Truncate Supplier_Staging,Truncate Supplier_Staging,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,1,0,1,0,0,0,0,1,0,0,1,14,fan_in=1(low); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Truncate Transaction_Staging,Truncate Transaction_Staging,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,1,0,1,0,0,0,0,1,0,0,1,14,fan_in=1(low); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Truncate TransactionType_Staging,Truncate TransactionType_Staging,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.25,0,0,1,0,1,0,0,0,0,1,0,0,1,14,fan_in=1(low); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Application.Configuration_RemoveAuditing,Configuration_RemoveAuditing,Application,PROCEDURE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,RAISERROR(+1); nvarchar\(max\)(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:DataLoadSimulation.GetAreaCode,GetAreaCode,DataLoadSimulation,SCALAR_FUNCTION,OLTP,BRONZE,PARTIAL_AUTOMATION,0.17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.0,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:DataLoadSimulation.GetRandomStockItemToAdjust,GetRandomStockItemToAdjust,DataLoadSimulation,PROCEDURE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.17,1,0,0,0,1,0,0,0,0,0,0,0,1,5,TOP\s*\((+1); fan_in=1(low); derived_avg=0.2,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:DataLoadSimulation.PaySuppliers,PaySuppliers,DataLoadSimulation,PROCEDURE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.17,1,0,0,0,1,0,0,0,0,0,0,0,1,4,TOP\s*\((+1); fan_in=1(low); derived_avg=0.2,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:DataLoadSimulation.AreaCode,AreaCode,DataLoadSimulation,TABLE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.17,0,0,0,0,2,0,0,0,0,0,0,0,2,8,fan_in=2(moderate); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:DataLoadSimulation.SeasonVariation,SeasonVariation,DataLoadSimulation,TABLE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.17,0,0,0,0,2,0,0,0,0,0,0,0,2,4,fan_in=2(moderate); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Integration.GetMovementUpdates,GetMovementUpdates,Integration,PROCEDURE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.0,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Integration.GetOrderUpdates,GetOrderUpdates,Integration,PROCEDURE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.0,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Integration.GetPurchaseUpdates,GetPurchaseUpdates,Integration,PROCEDURE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.0,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Integration.GetStockHoldingUpdates,GetStockHoldingUpdates,Integration,PROCEDURE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.0,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Integration.GetTransactionUpdates,GetTransactionUpdates,Integration,PROCEDURE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.0,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Sales.SpecialDeals,SpecialDeals,Sales,TABLE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.17,0,0,0,0,2,0,0,0,0,0,0,0,3,13,fan_in=3(moderate); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:WebApi.DeleteBuyingGroup,DeleteBuyingGroup,WebApi,PROCEDURE,OLTP,SILVER,PARTIAL_AUTOMATION,0.17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.0,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:WebApi.DeleteCity,DeleteCity,WebApi,PROCEDURE,OLTP,SILVER,PARTIAL_AUTOMATION,0.17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.0,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:WebApi.DeleteColor,DeleteColor,WebApi,PROCEDURE,OLTP,SILVER,PARTIAL_AUTOMATION,0.17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.0,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:WebApi.DeleteCountry,DeleteCountry,WebApi,PROCEDURE,OLTP,SILVER,PARTIAL_AUTOMATION,0.17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.0,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:WebApi.DeleteCustomer,DeleteCustomer,WebApi,PROCEDURE,OLTP,SILVER,PARTIAL_AUTOMATION,0.17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.0,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:WebApi.DeleteCustomerCategory,DeleteCustomerCategory,WebApi,PROCEDURE,OLTP,SILVER,PARTIAL_AUTOMATION,0.17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.0,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:WebApi.DeleteDeliveryMethod,DeleteDeliveryMethod,WebApi,PROCEDURE,OLTP,SILVER,PARTIAL_AUTOMATION,0.17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.0,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:WebApi.DeletePackageType,DeletePackageType,WebApi,PROCEDURE,OLTP,SILVER,PARTIAL_AUTOMATION,0.17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.0,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:WebApi.DeletePaymentMethod,DeletePaymentMethod,WebApi,PROCEDURE,OLTP,SILVER,PARTIAL_AUTOMATION,0.17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.0,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
